beta_log__,sigma_log__,gamma_log__,kappa_log__,tint_log__,dispersion,beta,sigma,gamma,kappa,tint
-18.923670218856746,-1.4720895455543468,-0.837374899561876,-1.5372706339715294,2.6609749207193,42.782983372977675,6.047201590981252e-09,0.22944554701228578,0.432845295707221,0.21496702515878977,14.310233643437316
-18.92715565625812,-1.4800123234703588,-0.836106907623218,-1.523501532190797,2.6631414084400524,42.71385689664939,6.026161137274976e-09,0.22763488311479274,0.4333944881650857,0.21794739945942196,14.341270196923327
-18.959332628230413,-1.3777904084708812,-0.8327005728596781,-1.5082458525430569,2.6410110739838153,38.893833292783825,5.835343942409983e-09,0.2521350534924097,0.43487329209717596,0.22129782670792503,14.027379158388932
-19.003886816782927,-1.4379933838173362,-0.9950115809458386,-1.6050921555837143,2.6027461819949966,41.09868296401117,5.581061661222091e-09,0.2374036590718425,0.36971916282166567,0.2008710426690535,13.500762724978737
-18.70206439278055,-1.674203180075813,-0.6322607992364979,-1.5467346835937903,2.665827846758731,34.43418233923777,7.547387253019103e-09,0.18745748985016955,0.5313890779397927,0.21294216337532113,14.37984893121217
-18.827578092539,-1.709040384769705,-0.8366154344435324,-1.6390766457779395,2.8180225730860236,36.66329172501224,6.65712523125625e-09,0.18103943748916354,0.43317415147238447,0.19415923729943896,16.743708455044494
-18.80240166382147,-1.7875468574797664,-0.9179543227368837,-1.7348220129807863,2.753242146298694,40.52260795894874,6.826855505949557e-09,0.16737024954497706,0.3993351168550115,0.17643160002646785,15.69342988803642
-18.78989345275324,-2.0115468663599434,-1.1187929117842783,-1.9933513353915888,2.8929777436219464,26.064744039294848,6.912783538210312e-09,0.13378157231647347,0.32667388091876814,0.13623808001537735,18.046968916646115
-18.754880745154782,-2.1189247312879047,-1.1875458632541562,-2.0635748244272833,2.8905507800898915,29.612109541241843,7.15910584930061e-09,0.12016076418138745,0.3049687815295759,0.1269991577510182,18.00322268794481
-18.740953670204085,-2.0933933811988457,-1.1057326755554497,-2.0126643412151957,2.9182455230129944,30.643437407359098,7.2595087898131516e-09,0.12326812954231355,0.33096830100238733,0.13363215827208091,18.508785717705724
-18.991859576345938,-1.5315368994516725,-1.0456356513363159,-1.6798875233998092,2.6804048313242257,34.23628745973948,5.6485917177867964e-09,0.21620312937178984,0.35146833703905644,0.18639493992955036,14.590998993838822
-18.945688759914773,-1.7194829058337933,-1.135400196608918,-1.833016424203133,2.7777383824153095,30.495295451375473,5.915506225002574e-09,0.17915876591599456,0.3212935150270226,0.15993042146028194,16.082607079447396
-18.829841843060397,-1.3523184670425537,-0.5262192240187495,-1.3229705309769333,2.691295003092112,47.82564045352852,6.642072205119223e-09,0.2586399168530484,0.5908345653551822,0.2663429457183668,14.750765844398945
-18.821920510185468,-1.4584250286451401,-0.6411793582212638,-1.4390500354470854,2.641577011455388,48.59941463852418,6.6948952081213455e-09,0.2326023283963698,0.5266709239454044,0.2371529385940043,14.035320024687575
-18.80087038203354,-1.3264404332563524,-0.5113692149658915,-1.331439144499752,2.577303450924922,34.54930532381206,6.837317353428637e-09,0.2654203632850302,0.5996739339114169,0.2640969140568821,13.161599366544765
-19.06044079622049,-1.374867704678962,-1.0152477144984668,-1.58981035615308,2.6849581132085496,36.95955890175296,5.274189618448549e-09,0.25287304751294803,0.3623126686143778,0.2039642886390108,14.657587408097202
-19.029488122467818,-1.37066099382712,-0.9616388680950266,-1.558330658090771,2.643279589566863,36.810574157001916,5.439992675647367e-09,0.25393905192017546,0.38226588896351077,0.21048715310740101,14.059236607496958
-18.89963272174289,-1.461507667196178,-0.7729864840364001,-1.4977116703438527,2.689946771628121,46.787906247896785,6.194322304828924e-09,0.23188640352752662,0.4616323499469775,0.22364134016220683,14.730891798187235
-18.847217955621556,-1.6900509335330605,-0.8992081825001889,-1.683943495323422,2.7535218812738123,43.26107653939899,6.527655746269808e-09,0.18451012600105215,0.4068917162002175,0.18564045839877072,15.697820503331373
-18.754438526709315,-1.5529290621374965,-0.5962395131059937,-1.4729969976175485,2.7155489353001667,45.15181692813455,7.162272438070604e-09,0.2116271959152104,0.5508793203720123,0.22923743061936355,15.112903801711388
-18.69647467900936,-1.6049118024101374,-0.541770525763637,-1.4812568100582912,2.7367158010596264,44.94864948354381,7.589693116163237e-09,0.20090727366616803,0.5817173944290133,0.22735177075711593,15.436206185960396
-19.0317346998735,-1.72415467651755,-1.3835188833827474,-1.9964717921399777,2.758336773489599,28.143366571488425,5.427785028861351e-09,0.1783237293141613,0.25069483323533265,0.1358136175819629,15.773586072227742
-18.973051038305304,-1.7653555596730348,-1.266603045390005,-1.919114940554593,2.762086745353178,26.814516096772202,5.755838889604397e-09,0.17112593018677433,0.2817872161871208,0.14673677544472213,15.832847621311094
-19.011848149836784,-1.709380869079495,-1.3013225805533877,-1.941128711077166,2.774690604868938,30.045601997028033,5.536805373821978e-09,0.18097780689396603,0.2721715860382566,0.1435418410419296,16.0336654901267
-18.94718775223294,-1.7976716895371863,-1.2039097775756933,-1.886070236837177,2.8137359019939367,28.709549514711032,5.9066455692997945e-09,0.16568420374554008,0.300018908620941,0.1516666532990887,16.6720873018725
-18.82587215694374,-1.955748961838353,-1.183935669144246,-1.9980378981836024,2.811127101606081,32.23787216864715,6.668491550498115e-09,0.14145848999837335,0.306071767827698,0.13560108552197261,16.62864983852432
-18.831676946945798,-1.9756502979016524,-1.2064488003936162,-1.9933401169837042,2.8099777838312594,32.25111444420252,6.6298944897124e-09,0.13867110538661678,0.2992581200046829,0.13623960839830138,16.609549214139733
