beta_log__,sigma_log__,gamma_log__,kappa_log__,tint_log__,dispersion,beta,sigma,gamma,kappa,tint
-18.10136815390998,-0.6713791531496504,-2.7625014321474612,-2.858876905513451,2.73148227186022,11.17528042766403,1.3761814382920811e-08,0.5110033397172213,0.0631336461440426,0.05733311462562214,15.355631379370381
-18.10496847364444,-0.710468671515811,-2.766448514382183,-2.8425714488178326,2.7223068681054317,11.372365000556803,1.371235653647026e-08,0.49141383181682596,0.06288494359852131,0.05827562035480764,15.215381669357127
-18.126115249917788,-0.7086692184923034,-2.7606815926039263,-2.7331645232015305,2.761294436506661,10.731061956496012,1.3425428890408115e-08,0.49229890400637166,0.063248643856778,0.06501322792832573,15.820308084324196
-18.100061147560943,-0.6558241701662024,-2.733129736177234,-2.843245987496354,2.7597129995688987,10.197717470748403,1.3779812921233298e-08,0.5190141303047263,0.06501548958440316,0.058236324449657435,15.795309037171254
-17.921595811606554,-1.2639603621638362,-2.5745228528532054,-2.855433093428691,2.808543372335979,6.08818589646631,1.6472132692614337e-08,0.2825328753732395,0.07619016804820271,0.05753089947007081,16.5857413650239
-17.9286659012739,-1.356336549510703,-2.602701652206475,-2.7486028562489677,2.814049471468874,7.298218457324478,1.6356083958345912e-08,0.25760276541298593,0.0740731876525563,0.0640172400415106,16.677315979267828
-17.978451654154426,-0.9986142425000752,-2.490623931261264,-2.6065205012995603,2.769330472601738,7.867105968495386,1.5561722027770982e-08,0.3683895862531633,0.08285825258981978,0.07379085276734927,15.94795284315149
-17.828922190908333,-1.4859155258684902,-2.455054306865752,-2.7025833198383413,2.749358156081665,7.667517988509288,1.807163615778023e-08,0.226295066821072,0.08585853260675208,0.06703212346185064,15.632594977454893
-17.94074634886964,-1.1125301698855647,-2.405250130625596,-2.464764723917963,2.7627632313487562,7.231897075015614,1.6159683832431458e-08,0.3287261749058767,0.09024292026840752,0.085028845272081,15.843561944633274
-18.096864326918304,-0.8733326979788469,-2.8984122223955824,-3.113518245688763,2.827816362342341,9.105608582190632,1.3823934999240433e-08,0.41755763430515214,0.05511065408746522,0.044444313934485453,16.908498449062893
-18.033861640559806,-0.9952894605682719,-2.6600265100070346,-2.840500450099297,2.8100378848129375,9.524447233692998,1.4722901348918087e-08,0.3696164396732903,0.06994636744138376,0.058396434149309895,16.610547494351245
