beta_log__,sigma_log__,gamma_log__,kappa_log__,tint_log__,dispersion,beta,sigma,gamma,kappa,tint
-15.65930245565898,-2.133838968095252,-1.3770777426076106,-1.7351406562845328,3.789290838237853,14.371649064132718,1.5821634701042423e-07,0.1183819558460422,0.2523148055819488,0.17637539023446264,44.225026455049296
-15.710303719513961,-2.060128847698386,-1.466743717600366,-1.9752843920903163,3.7914200451384543,15.467441509589056,1.5034942987356703e-07,0.12743754880208238,0.23067540781464943,0.138721855234208,44.31929100530957
-15.998197786400825,-2.1279493023746743,-1.9657368929331007,-2.0709679846208666,3.779056740258873,13.409330969067732,1.127381700070142e-07,0.11908124325645343,0.14005264477719814,0.1260636949075803,43.77473131368115
-15.967164416864874,-2.1200358490441142,-1.9378108834983392,-2.1990125127079914,3.775822802224192,12.181453860325991,1.1629166863120053e-07,0.12002732556943976,0.14401887904817876,0.11091262911472383,43.633395204416196
-15.81417359798004,-2.158628689008235,-1.6536582236145887,-2.154807165858372,3.8489818924801935,18.52757786654313,1.355163421020142e-07,0.11548337612784089,0.19134863060782847,0.11592554286022151,46.94524358742471
-15.49674099138118,-1.9638224103598243,-1.0734168236542123,-1.558498593235652,3.7725318723632397,17.255642300709678,1.861447962953713e-07,0.140321029952361,0.3418385177822918,0.2104518078847839,43.49003678184365
-15.906048303901988,-1.5714708341785666,-1.4210599698504822,-1.5710218911456597,3.8526853607529206,19.394261679889365,1.2362064144276378e-07,0.20773940731943671,0.24145794306593255,0.20783269141706906,47.119426148314204
-15.857984187555061,-1.6533980816668974,-1.410741735210625,-1.5664071778058424,3.8037123586629025,16.298244114643015,1.2970746549639075e-07,0.19139841488849196,0.2439622606275747,0.20879399607736024,44.867439731394576
-15.712609846584865,-2.1480755723162126,-1.4746655435722442,-1.8765860773751815,3.809334052417368,17.56279210806404,1.5000310447191896e-07,0.1167085389448597,0.22885525635816342,0.15311192679275815,45.12038105027674
-15.904228479562908,-2.006695219219903,-1.7058646737285301,-1.9542169512276515,3.8007165780172327,15.375863432436491,1.2384581412009016e-07,0.1344322103560327,0.18161528030091906,0.14167537199636623,44.73322785886752
-15.873529211655557,-2.214913307940765,-1.815467746889928,-2.276328177592578,3.8151572402846905,18.934923424695835,1.2770675068805321e-07,0.10916297740157116,0.1627617592756292,0.10266046651452487,45.38389199802761
-15.568067876611691,-2.2497939003327763,-1.3384547481127127,-1.9662703785679265,3.827956332162222,15.67493296245028,1.7333011585060433e-07,0.10542094954565125,0.2622505988729527,0.13997794862952262,45.968497832701395
-15.517449088086737,-2.4277263121040993,-1.362238036781575,-2.0109865148184514,3.8207685911041858,14.67774373338889,1.8232972956990546e-07,0.08823722859567192,0.2560870029974489,0.13385655803396335,45.6392727830683
-15.726863802654037,-2.037035569455219,-1.4179076258009742,-1.757624396591154,3.8231092520506116,13.942788677211649,1.4788013312517657e-07,0.13041474386193633,0.2422203025543469,0.17245406003954514,45.74622396589392
-15.665562484109689,-2.236179240854235,-1.458774875499025,-2.108667902652069,3.853530353274698,21.345010658573432,1.5722900180564256e-07,0.10686603472538553,0.2325209674363418,0.12139957482209149,47.15925853770549
